26,16215
22,15867
23,17890
22,10030
26,12296
27,18031
23,16804
27,16800
26,16380
22,16023
23,18046
22,9778
26,12491
27,17827
23,16591
27,16578
2493,19242
2492,9867
2496,6479
2492,6117
2493,5369
2497,5370
2496,12378
2497,19581
2493,19614
2492,9879
2496,6475
2492,6114
2493,5381
2497,5385
2496,12375
2497,19218
